Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,weighted_pollution,pm_fine_ratio,population_exposure
25.3,88.7,50.1,65.4,39.0,16.6,1.98,5.1,696,Poor,49.120000000000005,0.7660550458715596,120463.68
45.9,66.1,2.5,19.2,33.8,27.7,2.12,5.5,472,Poor,16.29,0.13020833333333334,40271.03999999999
36.7,71.8,47.7,56.7,28.8,18.0,1.57,7.6,702,Moderate,43.65,0.8412698412698413,107244.54000000001
43.2,72.5,13.6,41.5,37.6,24.4,2.79,2.6,870,Hazardous,27.85,0.327710843373494,104304.3
29.8,80.8,10.4,14.9,17.1,-0.4,1.53,5.7,502,Moderate,12.01,0.697986577181208,21852.06
28.8,74.7,30.4,35.4,22.5,5.4,1.91,6.1,482,Moderate,27.82,0.8587570621468926,46084.02
25.4,75.4,33.4,35.5,31.4,9.4,1.8,5.8,600,Moderate,31.23,0.9408450704225352,66900.00000000001
29.9,63.3,3.8,16.0,24.2,7.9,1.42,8.9,710,Moderate,11.95,0.2375,37857.200000000004
30.3,72.5,5.7,11.2,16.6,4.4,1.21,11.6,305,Good,9.4,0.5089285714285715,11928.55
22.7,68.4,3.2,7.7,15.6,7.1,1.05,10.2,409,Good,7.420000000000001,0.4155844155844156,14171.849999999999
18.4,60.6,3.0,8.4,16.6,7.3,1.04,10.2,444,Good,7.770000000000001,0.35714285714285715,16134.96
23.6,68.7,8.3,13.7,19.7,4.1,0.95,11.2,255,Good,11.78,0.6058394160583942,11921.25
27.1,66.5,14.8,29.8,35.6,15.6,1.99,3.3,577,Poor,23.54,0.4966442953020134,56424.83
38.5,79.8,70.6,88.1,36.1,9.8,1.86,4.6,565,Poor,62.86999999999999,0.8013620885357549,116649.90000000001
30.4,60.1,0.9,14.1,27.2,12.1,1.26,5.6,641,Moderate,11.240000000000002,0.06382978723404256,35613.96
27.3,45.8,3.8,7.8,19.3,7.1,0.99,11.7,312,Good,8.43,0.48717948717948717,12164.880000000001
43.3,62.8,8.0,21.7,31.1,10.2,2.51,4.7,429,Poor,16.950000000000003,0.3686635944700461,31535.79
28.9,49.4,12.9,18.5,18.5,4.7,0.89,10.1,461,Good,14.88,0.6972972972972973,25580.89
38.1,63.0,41.2,57.7,30.5,24.3,2.38,3.9,537,Poor,42.32,0.7140381282495667,83814.95999999999
36.5,81.6,6.1,19.4,29.0,20.5,1.92,4.2,690,Poor,16.11,0.31443298969072164,53074.8
26.0,64.5,10.4,15.5,25.2,3.1,0.98,5.3,359,Moderate,14.159999999999998,0.6709677419354839,19809.62
38.2,82.1,8.4,26.5,24.6,7.4,2.6,5.2,696,Poor,16.97,0.31698113207547174,48372.0
24.4,75.5,16.1,20.4,25.3,5.1,0.86,11.3,357,Good,18.130000000000003,0.7892156862745099,24190.320000000003
29.2,45.9,1.9,10.9,29.4,5.5,1.1,6.1,647,Moderate,10.46,0.17431192660550457,31573.600000000002
27.4,67.4,10.8,32.6,51.6,25.2,2.88,2.6,846,Hazardous,26.94,0.33128834355828224,104125.68000000001
25.0,72.6,1.5,6.9,19.0,5.7,0.94,14.8,407,Good,7.040000000000001,0.21739130434782608,13854.279999999999
22.0,51.9,5.5,9.8,15.0,7.3,0.88,12.0,601,Good,8.870000000000001,0.5612244897959183,23126.480000000003
46.8,91.0,0.2,17.0,55.2,19.5,2.36,2.5,587,Hazardous,18.169999999999998,0.011764705882352941,55330.62
27.1,63.0,15.9,18.5,15.7,6.9,0.96,10.3,383,Good,15.74,0.8594594594594595,22198.68
30.8,55.6,15.0,22.3,22.0,15.9,1.64,6.1,451,Moderate,18.680000000000003,0.6726457399103138,34654.84
27.8,67.1,0.4,4.6,22.4,4.3,1.05,11.2,371,Good,6.449999999999999,0.08695652173913045,12150.25
30.7,64.6,7.9,23.1,30.7,19.0,1.39,16.6,399,Moderate,18.13,0.341991341991342,32753.91
24.0,68.7,18.6,31.1,30.6,7.3,1.44,6.0,588,Moderate,23.620000000000005,0.5980707395498392,52355.52
25.3,75.6,2.8,5.9,23.8,6.4,1.12,10.1,299,Good,8.290000000000001,0.47457627118644063,11965.98
40.6,93.3,21.5,48.7,19.0,14.2,1.85,6.3,464,Poor,28.43,0.4414784394250513,48836.0
34.4,65.1,48.4,58.5,29.6,7.8,1.27,7.1,435,Moderate,43.61,0.8273504273504273,63322.95000000001
34.0,58.3,36.6,52.4,28.4,5.3,1.49,6.9,499,Moderate,36.57,0.6984732824427481,61970.80999999999
28.5,49.4,1.0,5.9,16.6,5.6,0.93,10.6,328,Good,6.05,0.1694915254237288,9849.84
30.6,51.1,8.3,10.1,23.1,5.7,1.11,15.0,221,Good,11.54,0.8217821782178218,10676.51
30.0,89.0,9.2,30.2,29.7,17.5,1.83,8.2,428,Poor,20.43,0.304635761589404,37848.03999999999
27.8,47.6,31.6,35.3,21.8,6.4,1.13,14.0,591,Good,28.229999999999997,0.8951841359773373,56871.93
21.0,44.0,2.6,8.8,25.2,5.7,0.95,17.2,488,Good,9.290000000000001,0.2954545454545454,21106.0
25.6,57.7,10.0,15.8,22.1,2.5,0.98,15.4,470,Good,13.41,0.6329113924050632,24148.600000000002
23.8,67.9,15.3,19.2,25.0,5.1,0.97,10.0,366,Good,17.390000000000004,0.7968750000000001,23998.62
25.2,71.3,30.4,36.0,14.7,4.8,0.94,11.2,432,Good,26.380000000000003,0.8444444444444444,37514.880000000005
35.2,71.8,12.2,25.7,28.0,7.1,1.27,7.8,327,Moderate,18.900000000000002,0.47470817120622566,24286.289999999997
33.8,89.3,14.1,25.3,23.0,11.3,1.33,9.1,671,Moderate,18.96,0.5573122529644269,50345.13
25.5,47.4,9.5,8.9,25.2,5.9,1.24,10.6,404,Good,12.100000000000001,1.0674157303370786,20498.96
31.7,75.7,29.7,43.1,19.5,2.2,1.25,6.4,685,Moderate,28.93,0.6890951276102087,65588.75
38.7,116.9,33.1,53.6,46.0,26.2,2.46,8.2,834,Hazardous,41.14,0.6175373134328358,134574.24000000002
31.2,93.7,6.3,10.9,19.0,14.2,1.51,7.1,344,Moderate,11.01,0.5779816513761468,17857.039999999997
27.3,74.8,10.3,10.9,14.2,6.3,1.04,18.7,577,Good,10.860000000000001,0.944954128440367,24660.98
26.1,46.8,7.8,14.1,24.9,4.6,1.03,13.5,603,Good,12.79,0.5531914893617021,31615.29
47.8,70.2,35.4,55.1,35.3,22.9,2.07,3.3,607,Hazardous,40.04,0.6424682395644282,91517.38999999998
50.6,96.3,42.0,61.6,33.6,33.9,1.97,3.0,477,Hazardous,45.39,0.6818181818181818,82554.39
31.9,77.1,7.3,16.9,25.4,11.3,1.56,6.3,471,Moderate,14.200000000000001,0.43195266272189353,29418.66
25.0,45.7,0.1,3.6,14.3,7.9,1.03,10.7,316,Good,4.7700000000000005,0.02777777777777778,8509.880000000001
39.3,74.8,28.1,49.3,33.0,21.3,1.84,3.8,730,Poor,34.760000000000005,0.5699797160243408,97484.2
27.6,51.2,7.0,14.8,19.6,6.1,0.98,18.2,315,Good,11.77,0.47297297297297297,15271.199999999999
22.5,43.6,11.8,16.3,13.2,5.4,0.99,10.5,307,Good,12.79,0.7239263803680982,14640.830000000002
22.8,65.3,6.6,13.3,14.7,6.7,1.03,11.3,318,Good,10.24,0.49624060150375937,13460.939999999999
38.8,60.7,0.3,16.0,35.3,24.9,2.0,7.2,596,Poor,14.47,0.01875,46786.0
21.2,55.6,3.4,5.4,25.2,2.8,0.88,11.3,404,Good,8.299999999999999,0.6296296296296295,15222.72
27.2,82.5,18.7,37.1,32.5,14.5,1.96,4.5,544,Poor,26.56,0.5040431266846361,56989.439999999995
24.5,59.1,35.9,46.4,36.8,22.7,1.83,3.5,562,Poor,37.910000000000004,0.7737068965517241,80720.06000000001
30.2,48.6,6.9,15.8,19.7,9.4,1.57,5.2,598,Moderate,12.379999999999999,0.43670886075949367,31915.26
55.0,63.0,29.4,49.3,35.5,25.7,2.49,2.7,785,Hazardous,36.22,0.5963488843813387,111776.15
24.9,76.2,49.0,54.7,13.8,10.5,1.3,7.4,664,Moderate,39.82,0.8957952468007312,85855.20000000001
28.7,58.3,32.9,45.6,26.7,13.6,1.6,7.3,352,Moderate,33.54,0.7214912280701754,42380.799999999996
26.3,80.1,3.2,9.7,20.2,6.0,1.03,12.5,269,Good,8.83,0.3298969072164949,10794.97
20.6,63.5,14.1,23.5,30.0,8.3,1.54,6.1,646,Moderate,19.520000000000003,0.6,50026.240000000005
33.1,66.1,21.1,41.6,27.9,17.7,2.23,3.4,733,Poor,28.27,0.5072115384615384,81018.49
42.4,97.9,28.0,53.6,36.9,29.4,1.72,4.9,665,Poor,37.6,0.5223880597014925,99497.3
34.0,83.1,10.5,25.8,22.6,5.7,1.28,5.4,522,Moderate,17.03,0.4069767441860465,34389.36
34.7,61.0,9.4,29.9,22.0,18.7,1.7,5.8,466,Poor,19.0,0.31438127090301005,38072.200000000004
28.7,53.9,18.3,20.4,25.7,7.5,0.98,11.2,406,Good,19.33,0.8970588235294119,29589.280000000002
28.1,85.3,1.6,18.3,32.0,7.5,1.37,7.9,521,Moderate,13.280000000000001,0.08743169398907104,31661.170000000002
27.9,76.5,4.0,10.1,11.6,4.2,1.12,11.2,267,Good,7.369999999999999,0.39603960396039606,8282.34
18.5,61.3,5.6,8.9,21.5,7.2,0.86,10.8,226,Good,9.930000000000001,0.6292134831460674,9957.560000000001
19.2,51.9,6.3,10.6,20.9,7.7,1.1,10.1,500,Good,10.649999999999999,0.5943396226415094,23300.0
23.0,65.6,3.9,8.2,23.8,5.8,1.08,10.5,285,Good,9.360000000000001,0.475609756097561,12192.300000000001
40.1,93.5,51.1,54.6,27.7,13.8,2.16,8.4,400,Poor,43.74,0.9358974358974359,59743.99999999999
20.2,54.9,10.9,16.6,12.1,7.8,1.14,10.2,534,Good,12.54,0.6566265060240963,25920.36
24.7,43.2,5.3,11.2,13.7,1.4,1.01,10.1,552,Good,8.360000000000001,0.47321428571428575,18000.72
26.6,58.5,30.6,34.3,25.2,3.7,1.04,12.1,341,Good,27.94,0.8921282798833821,32340.440000000006
36.8,87.2,41.4,57.0,35.9,20.6,1.7,3.6,749,Poor,42.9,0.7263157894736841,117293.4
32.3,74.5,7.4,9.9,24.2,17.8,1.67,5.1,611,Moderate,12.55,0.7474747474747475,37252.67
27.6,51.7,16.9,24.5,19.4,6.1,0.81,10.1,306,Good,18.599999999999998,0.6897959183673469,20719.260000000002
30.2,70.3,4.3,17.1,17.9,14.7,1.41,5.5,401,Moderate,11.9,0.25146198830409355,22219.41
40.0,63.2,14.9,24.0,27.4,7.0,1.51,6.4,569,Moderate,19.34,0.6208333333333333,42566.89
24.1,70.4,8.1,15.7,21.7,3.4,1.04,10.2,223,Good,12.629999999999999,0.5159235668789809,11136.619999999997
39.0,92.4,1.7,3.6,31.7,4.8,1.19,7.0,428,Moderate,8.58,0.4722222222222222,18399.719999999998
19.3,41.7,15.2,21.3,21.5,7.6,0.85,13.2,255,Good,17.53,0.7136150234741784,16944.749999999996
26.6,44.6,16.5,21.6,17.1,6.6,0.98,13.7,555,Good,17.160000000000004,0.7638888888888888,34842.9
33.7,80.9,9.6,26.4,30.5,22.0,2.76,4.3,446,Poor,20.06,0.36363636363636365,40701.96
18.6,49.8,14.0,18.6,23.3,4.4,0.77,10.0,262,Good,16.28,0.7526881720430108,16000.34
34.6,67.9,29.7,53.8,28.9,18.9,2.55,2.7,746,Hazardous,35.69,0.5520446096654276,99852.10000000002
21.8,60.7,0.0,4.6,22.3,3.9,1.04,12.2,333,Good,6.2299999999999995,0.0,10602.72
21.3,63.9,6.1,8.0,25.7,15.7,1.35,8.0,610,Moderate,11.55,0.7625,34678.5
28.7,45.3,42.8,47.4,11.7,2.9,1.04,19.3,577,Good,33.97,0.9029535864978903,61069.68
28.9,52.7,0.3,6.5,15.7,5.7,1.14,11.9,568,Good,5.78,0.04615384615384615,16665.12
57.8,108.4,3.1,11.2,51.5,19.4,2.08,3.0,537,Hazardous,16.84,0.2767857142857143,46869.35999999999
22.9,78.5,6.7,9.7,15.9,2.2,0.99,10.0,249,Good,8.99,0.6907216494845362,8837.01
27.4,54.4,6.2,10.0,24.7,4.2,0.92,12.0,339,Good,10.840000000000002,0.62,15600.779999999999
22.6,66.2,3.1,8.0,16.8,7.1,0.84,10.4,321,Good,7.71,0.3875,11504.640000000001
27.0,58.1,8.5,12.2,25.8,5.5,0.99,17.8,324,Good,12.770000000000001,0.6967213114754098,17168.760000000002
28.1,78.1,30.4,38.6,33.9,7.9,1.35,8.7,465,Moderate,31.310000000000002,0.7875647668393781,52149.75
34.3,99.6,14.3,24.7,32.2,13.6,1.89,6.8,487,Poor,20.93,0.5789473684210527,42218.030000000006
38.6,92.3,37.8,55.3,40.9,16.3,2.65,2.6,564,Hazardous,41.52,0.6835443037974683,86263.79999999999
30.3,92.7,2.2,15.3,21.0,6.8,1.8,6.6,511,Moderate,10.35,0.14379084967320263,24068.1
23.6,72.3,0.8,13.8,26.4,11.0,1.68,6.2,543,Moderate,10.84,0.057971014492753624,29148.24
26.1,48.0,17.3,22.3,18.6,2.0,1.02,11.2,313,Good,17.53,0.7757847533632287,19161.86
31.9,73.3,11.1,21.8,15.1,7.2,1.54,7.4,543,Moderate,14.72,0.5091743119266054,30809.82
32.2,62.2,23.6,32.0,32.8,10.1,1.54,9.0,685,Moderate,26.61,0.7375,68527.40000000001
23.7,61.5,19.4,25.0,11.8,0.9,1.18,12.0,333,Good,17.71,0.7759999999999999,19407.239999999998
30.2,53.6,47.4,60.0,23.3,13.5,1.61,5.2,529,Moderate,42.970000000000006,0.7899999999999999,77133.49000000002
30.2,71.7,18.3,29.4,16.1,8.9,1.48,5.5,479,Moderate,20.25,0.6224489795918368,35532.22
29.8,72.4,13.4,19.9,13.0,3.9,1.06,10.5,568,Good,14.32,0.6733668341708543,29115.68
28.1,50.3,3.8,14.1,21.0,12.7,1.52,6.3,496,Moderate,11.219999999999999,0.2695035460992908,26347.52
38.1,65.7,16.6,34.5,23.9,5.8,1.97,5.5,607,Poor,22.35,0.4811594202898551,50241.39
21.3,62.8,9.4,17.8,24.6,4.8,0.89,13.2,214,Good,14.5,0.5280898876404494,12302.86
39.1,101.5,57.8,71.2,28.0,22.0,2.11,4.4,521,Poor,52.28000000000001,0.8117977528089887,94358.31000000001
32.3,98.4,27.5,39.8,35.2,13.5,2.07,4.3,773,Poor,31.33,0.6909547738693468,91268.11
19.7,73.1,30.4,34.6,13.6,4.2,0.87,10.0,545,Good,25.68,0.8786127167630057,45600.15
25.8,54.6,6.5,7.6,13.6,5.8,1.04,12.1,401,Good,8.18,0.8552631578947368,13850.539999999999
31.8,97.6,39.5,51.6,25.5,9.9,1.81,6.0,652,Poor,37.370000000000005,0.7655038759689923,83658.12
21.7,42.0,1.2,5.8,27.7,3.2,0.87,12.4,248,Good,8.08,0.20689655172413793,9614.96
25.2,74.1,32.0,38.9,21.1,6.9,1.02,10.7,540,Good,29.38,0.8226221079691517,53956.8
36.7,78.7,31.3,69.8,30.7,21.1,1.95,4.1,749,Poor,41.71,0.44842406876790836,115982.64999999998
35.1,92.9,16.9,37.8,40.1,16.8,1.86,6.5,777,Poor,27.799999999999997,0.4470899470899471,88158.42
40.0,94.4,30.9,48.1,41.2,11.4,2.6,5.8,860,Hazardous,36.17,0.6424116424116424,115412.00000000001
38.5,92.3,1.9,12.7,33.6,13.8,2.99,4.9,848,Hazardous,12.67,0.14960629921259844,55111.52
28.0,67.3,116.2,126.2,26.6,4.8,1.32,5.7,307,Moderate,90.14,0.9207606973058637,84461.84
35.1,92.3,81.2,114.2,35.1,14.7,2.5,2.7,589,Hazardous,75.23,0.7110332749562172,145895.3
28.8,74.3,29.9,40.6,26.6,6.9,1.43,5.4,649,Moderate,30.150000000000002,0.7364532019704433,68424.07
22.9,78.0,15.2,18.3,16.9,2.3,1.17,14.1,263,Good,15.18,0.8306010928961748,14167.81
29.4,76.2,12.9,28.0,27.0,13.9,1.58,7.8,696,Moderate,20.35,0.46071428571428574,58032.479999999996
29.6,68.4,22.3,31.8,26.2,6.2,1.55,5.9,582,Moderate,24.320000000000004,0.7012578616352201,51245.1
33.8,64.8,12.6,21.7,21.3,8.3,1.5,5.2,593,Moderate,16.64,0.5806451612903226,38782.2
37.7,63.6,24.2,32.1,24.3,13.2,1.59,5.6,600,Moderate,25.490000000000002,0.7538940809968847,57234.0
24.1,55.2,7.8,11.6,17.7,6.1,0.95,10.9,461,Good,10.75,0.6724137931034483,20353.15
26.4,72.7,2.4,6.2,20.3,9.0,0.94,10.1,431,Good,7.780000000000001,0.3870967741935484,16740.04
26.4,46.2,18.3,27.0,23.0,2.2,1.07,16.8,254,Good,20.24,0.6777777777777778,18178.78
43.7,76.2,56.6,64.2,23.2,12.3,1.4,5.6,390,Moderate,47.77,0.881619937694704,61503.00000000001
25.1,48.7,8.6,17.9,17.5,4.2,0.98,19.7,403,Good,12.729999999999999,0.48044692737430167,19819.54
44.3,81.8,58.8,67.8,39.8,11.3,2.51,9.0,795,Poor,52.95,0.8672566371681416,143266.94999999998
38.1,79.6,32.0,40.8,27.7,11.6,1.45,6.3,411,Moderate,31.74,0.7843137254901962,46669.049999999996
31.7,52.4,11.2,22.0,32.4,13.3,1.52,7.3,460,Moderate,18.89,0.509090909090909,36993.200000000004
21.7,67.5,35.7,42.5,16.0,4.5,1.16,10.1,231,Good,30.68,0.8400000000000001,23067.66
43.3,62.4,23.3,47.6,39.7,10.8,2.98,2.8,586,Hazardous,32.620000000000005,0.4894957983193277,72886.68000000001
25.6,64.6,56.7,67.9,28.0,6.9,1.6,9.4,334,Moderate,49.34,0.8350515463917525,53807.4
23.6,54.1,15.8,19.2,21.2,6.4,0.86,13.1,377,Good,16.96,0.8229166666666667,23924.42
25.5,51.0,10.2,14.7,14.7,6.1,1.07,11.0,214,Good,12.039999999999997,0.6938775510204082,10008.78
25.2,58.1,7.9,13.3,23.3,5.6,0.93,10.4,526,Good,12.370000000000001,0.5939849624060151,26841.780000000006
25.9,57.0,3.6,18.9,22.5,9.8,1.52,6.9,352,Moderate,12.59,0.1904761904761905,19824.64
50.7,68.0,39.7,60.8,35.2,29.7,2.77,4.7,862,Hazardous,44.13,0.6529605263157896,144962.53999999998
32.2,42.8,24.8,37.3,26.9,16.8,1.16,5.8,453,Moderate,28.169999999999998,0.6648793565683647,48452.87999999999
31.5,73.7,5.3,20.6,32.5,8.7,2.22,10.7,569,Poor,15.67,0.25728155339805825,39443.079999999994
39.9,78.7,71.9,85.2,39.7,16.3,2.54,3.3,957,Hazardous,63.89000000000001,0.8438967136150235,206367.48
34.5,78.6,20.7,37.6,26.7,14.1,2.35,4.6,702,Poor,26.31,0.550531914893617,71217.9
30.1,78.3,38.7,45.7,35.3,9.2,1.46,5.8,562,Moderate,37.17000000000001,0.8468271334792122,73262.32
32.3,78.2,25.8,39.1,31.5,7.0,1.5,5.2,380,Moderate,29.05,0.659846547314578,39862.0
31.5,49.1,36.6,40.4,26.6,7.9,1.58,6.6,318,Moderate,32.87,0.905940594059406,35959.44
44.4,104.7,6.6,32.3,45.7,15.6,2.72,4.1,888,Hazardous,23.029999999999998,0.2043343653250774,91392.96
40.3,110.3,21.7,36.2,43.1,23.4,2.3,5.8,746,Hazardous,30.5,0.5994475138121547,94518.2
38.4,100.3,44.3,63.7,26.9,14.9,1.88,3.4,605,Poor,43.7,0.6954474097331239,91766.40000000001
40.4,71.5,30.1,46.8,43.9,18.1,2.13,5.3,790,Hazardous,36.67,0.6431623931623932,111413.7
28.1,91.6,6.4,13.5,37.9,10.0,1.26,7.2,331,Moderate,15.190000000000001,0.4740740740740741,22858.86
29.9,86.0,31.7,41.8,29.7,3.2,1.38,6.4,498,Moderate,31.48,0.7583732057416268,53674.44
31.9,69.0,85.7,103.6,25.8,12.5,1.65,5.2,621,Moderate,71.77,0.8272200772200773,142364.25000000003
32.3,76.8,19.1,38.4,23.9,12.6,1.69,6.2,674,Moderate,25.200000000000003,0.49739583333333337,64495.06
31.5,80.1,26.2,28.0,14.9,7.3,1.21,7.6,317,Moderate,22.590000000000003,0.9357142857142857,24602.37
34.7,54.2,64.0,74.2,18.1,13.7,1.57,9.6,592,Moderate,52.849999999999994,0.8625336927223719,101569.43999999997
18.1,62.9,23.2,26.6,12.7,5.1,0.92,12.2,476,Good,20.31,0.8721804511278195,32615.519999999997
31.1,83.6,15.4,25.6,34.7,6.7,1.43,6.4,376,Moderate,21.450000000000003,0.6015625,31520.080000000005
26.0,44.9,17.3,23.7,17.1,4.1,0.84,11.7,435,Good,17.860000000000003,0.7299578059071731,27422.4
24.1,83.6,49.8,60.3,28.4,9.6,1.54,6.4,543,Moderate,44.650000000000006,0.8258706467661692,81254.51999999999
42.9,53.3,0.6,14.2,19.7,9.4,1.7,7.2,604,Moderate,9.379999999999999,0.04225352112676056,27542.4
35.5,79.7,98.5,115.3,18.1,15.9,1.67,5.8,563,Moderate,79.20000000000002,0.8542931483087598,140451.61
40.9,94.6,19.1,45.0,50.8,27.7,2.39,2.8,697,Hazardous,34.07,0.42444444444444446,101058.02999999998
18.3,70.2,15.9,23.1,18.0,7.4,1.16,10.2,399,Good,17.63,0.6883116883116883,26158.440000000002
27.7,71.7,34.5,43.9,21.7,8.0,1.6,8.2,385,Moderate,32.11,0.785876993166287,42234.5
37.0,60.4,1.3,17.8,32.1,19.7,2.22,4.8,407,Poor,14.250000000000002,0.07303370786516854,29759.84
26.4,74.6,73.9,86.5,24.4,7.0,1.65,5.1,603,Moderate,61.09000000000001,0.854335260115607,116650.35
24.2,67.6,19.4,35.1,24.2,9.6,1.91,6.2,422,Poor,24.09,0.5527065527065527,38068.619999999995
29.4,91.0,25.4,47.2,37.6,19.6,1.66,3.7,675,Poor,33.8,0.5381355932203389,88735.49999999999
46.3,76.9,117.4,124.5,42.4,40.5,2.4,3.5,789,Hazardous,96.84,0.9429718875502009,258160.79999999996
25.7,78.6,6.2,10.6,22.3,3.8,0.97,10.1,322,Good,10.500000000000002,0.5849056603773585,14126.140000000001
24.6,84.2,8.3,22.1,36.4,11.7,1.36,7.9,329,Moderate,18.4,0.3755656108597285,26273.94
31.6,60.9,18.0,35.8,17.9,11.0,1.34,7.9,458,Moderate,22.619999999999997,0.5027932960893855,38490.32
37.8,73.1,0.2,26.8,37.5,25.7,1.28,2.8,631,Hazardous,18.189999999999998,0.007462686567164179,57723.880000000005
45.3,85.9,23.3,50.1,33.3,19.9,2.45,7.9,715,Hazardous,33.0,0.46506986027944114,92270.75000000001
25.0,64.5,6.9,15.4,17.8,8.3,0.87,11.3,329,Good,11.770000000000001,0.4480519480519481,16209.830000000002
43.0,65.1,21.8,47.5,25.1,23.8,1.7,4.6,569,Poor,30.369999999999997,0.45894736842105266,68223.09999999999
26.2,44.5,12.4,17.9,13.3,0.5,0.76,14.8,296,Good,13.040000000000001,0.6927374301675978,13278.559999999998
20.2,58.0,2.8,5.5,17.2,1.8,1.01,13.3,312,Good,6.389999999999999,0.509090909090909,8832.720000000001
26.8,82.3,25.1,35.7,15.4,9.4,1.72,11.7,332,Moderate,24.77,0.7030812324929971,28990.24
28.6,42.3,12.0,22.5,27.8,13.3,1.35,5.2,648,Moderate,18.439999999999998,0.5333333333333333,49863.59999999999
18.9,41.8,4.4,10.2,25.7,1.9,0.96,10.1,564,Good,10.15,0.4313725490196079,24342.24
30.0,39.0,8.7,13.1,15.1,6.2,0.95,11.8,492,Good,11.05,0.6641221374045801,21672.6
35.6,75.0,29.0,41.8,32.2,11.9,1.95,5.8,748,Poor,31.770000000000003,0.6937799043062202,87403.8
39.0,60.5,31.6,37.0,44.0,20.1,2.3,5.1,406,Poor,34.550000000000004,0.8540540540540541,54810.0
44.9,84.2,2.9,16.2,33.4,17.0,1.93,4.4,701,Hazardous,14.399999999999999,0.17901234567901234,50072.43000000001
27.8,78.7,16.8,21.9,13.5,4.6,1.08,12.3,293,Good,16.45,0.767123287671233,16958.84
31.6,61.2,2.4,8.6,15.3,5.1,0.97,10.2,501,Good,7.109999999999999,0.27906976744186046,16217.370000000003
24.4,53.1,3.6,10.5,15.0,7.0,1.04,10.2,353,Good,8.29,0.34285714285714286,13110.42
27.5,45.4,31.3,34.7,14.0,7.1,1.04,11.3,573,Good,26.44,0.9020172910662824,50504.22
30.3,94.9,15.4,28.7,32.9,10.2,1.48,7.0,620,Moderate,22.37,0.5365853658536586,54981.6
38.1,82.6,5.1,13.8,25.0,9.9,1.5,6.7,582,Moderate,12.17,0.3695652173913043,32184.6
20.0,72.8,3.6,8.3,26.2,6.5,0.95,11.1,516,Good,9.820000000000002,0.4337349397590361,23503.8
26.6,77.5,6.3,11.5,11.8,7.0,1.15,10.1,245,Good,9.03,0.5478260869565217,9248.75
24.7,59.9,2.4,8.0,23.1,6.9,1.06,11.4,356,Good,8.67,0.3,14759.760000000002
32.9,49.7,42.5,40.5,21.1,13.9,1.7,5.7,374,Moderate,34.76,1.0493827160493827,44767.8
30.7,50.1,23.6,44.2,28.9,12.7,1.56,6.4,659,Moderate,29.750000000000004,0.5339366515837104,73122.64
24.2,71.6,5.9,11.1,19.5,2.7,1.13,10.5,547,Good,9.86,0.5315315315315315,22060.510000000002
27.2,71.6,10.7,24.4,31.4,15.4,2.09,4.0,434,Poor,19.419999999999998,0.4385245901639344,36451.659999999996
24.1,39.7,9.6,14.8,23.9,4.6,0.92,13.4,350,Good,13.520000000000003,0.6486486486486486,18837.0
25.8,78.8,11.4,19.7,23.1,7.5,0.92,10.6,547,Good,15.84,0.5786802030456853,34253.14
25.1,49.8,0.1,6.0,22.4,3.3,0.73,11.8,510,Good,6.6499999999999995,0.016666666666666666,16590.299999999996
26.4,56.9,4.9,8.9,10.7,6.3,0.99,10.2,276,Good,7.3999999999999995,0.550561797752809,8774.039999999999
38.4,99.1,31.0,52.7,32.7,18.1,2.13,4.7,646,Poor,36.56,0.5882352941176471,88262.98
27.2,79.2,56.0,59.4,20.1,5.0,1.94,5.7,541,Moderate,44.74,0.9427609427609428,77060.04
26.9,86.9,14.0,25.2,24.3,14.6,1.39,7.8,328,Moderate,19.48,0.5555555555555556,26072.72
27.0,86.2,40.4,50.4,30.1,21.9,1.99,9.8,581,Poor,39.49,0.8015873015873016,84122.98999999999
34.6,52.4,72.4,82.4,17.6,9.4,1.43,9.2,343,Moderate,58.14000000000001,0.8786407766990292,62847.89000000001
35.1,67.6,14.2,25.5,25.0,5.6,1.52,5.1,345,Moderate,18.889999999999997,0.5568627450980392,24777.9
35.1,100.9,48.5,69.4,44.6,3.0,2.82,3.1,830,Hazardous,49.44,0.6988472622478386,139705.6
32.5,69.6,38.3,48.2,33.7,10.6,1.24,6.1,358,Moderate,37.580000000000005,0.7946058091286305,47270.32000000001
28.7,67.8,58.9,68.3,21.3,7.4,1.15,10.5,614,Good,49.05,0.862371888726208,96428.70000000001
28.8,58.0,6.3,36.4,42.2,1.9,2.43,3.5,505,Poor,22.070000000000004,0.17307692307692307,45061.15
25.7,69.6,3.8,7.4,25.1,4.6,0.97,10.2,310,Good,9.220000000000002,0.5135135135135135,12979.699999999999
24.9,54.3,21.7,38.0,18.9,9.1,1.45,9.6,437,Moderate,24.77,0.5710526315789474,38958.549999999996
24.3,40.8,10.6,16.6,13.2,7.3,0.85,14.3,398,Good,12.590000000000002,0.6385542168674698,19322.9
23.4,54.9,13.7,18.9,22.6,5.3,1.12,13.5,269,Good,16.2,0.7248677248677249,16575.78
32.0,63.8,53.7,62.1,27.2,6.8,1.49,17.1,345,Moderate,46.23,0.8647342995169083,52195.05000000001
19.2,69.6,5.6,15.1,15.2,4.8,1.08,10.6,509,Good,10.29,0.3708609271523179,21266.02
